,reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
0,780bfcd4-cb34-4250-9c5b-bae369a5add7,Hamat,I don't like it 😕,1,0,,2024-08-14 22:55:03,
1,d1340ae4-b30b-4287-9f4f-7b4287da51d8,Steve Harmer,It was great until the app stopped working,3,0,28.15.0.100,2024-08-14 22:51:06,28.15.0.100
2,ac903585-f2a3-470d-8aea-cf91d444c1a0,Esraa Abu Sheashaa,Pretty good but some orders did not come or came wrong.,4,0,26.16.0.100,2024-08-14 22:44:30,26.16.0.100
3,7a28ca4a-18d3-4ecf-8299-5f92f69e25ca,James Dameron,The best as shopping app ever. If you have a problem with an order they'll make it right,5,0,28.14.2.100,2024-08-14 22:35:36,28.14.2.100
4,61fb17be-40c4-40e0-8a65-c4a212c90537,Dee Galloup,"They can't recover your account, they don't deliver on time, the app always has issues.",3,0,28.15.0.100,2024-08-14 22:34:34,28.15.0.100
5,a6453f4d-70dc-4fcb-8df5-4ceba58d6c44,GNG,"Amazon is dangerous. They've sold and shipped harmful products to me. I've received many incorrect items, spoiled food, and foul beverages. Recently they sent me an expensive phone that arrived dysfunctional. TOTAL waste of time and money. The refund process has been incredibly frustrating. Additionally Amazon has engaged in fraudulent transactions, as confirmed by my bank. Both Amazon and its sellers are running a scheme. Despite its convenience, Amazon poses too great a risk to your finances.",1,0,28.15.0.100,2024-08-14 22:33:21,28.15.0.100
6,1d7cb100-fc70-4ea8-bee2-9012a9d5eefa,Robert Mcdermott,Google is trying to double charge me they charged me yesterday and it's not due until the 25th of sept,1,0,28.15.0.100,2024-08-14 22:15:50,28.15.0.100
7,976ea3e6-6c35-4e32-917a-61749881a1ed,Ganesh Kumar,Bakwaas service.....All delivery man thief my item 2nd time......Not come to my place and not call to ..... Bakwaas service h.. I never again shop from Amazon 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,0,28.14.2.100,2024-08-14 22:07:50,28.14.2.100
8,a06aa13e-d3de-4250-a562-c300360a9212,Chris Toph,"Over the past few years, Amazon turned into a sнiт show. Slow deliveries, terrible return policies on junk items, and overall shopping experience deterioration.",1,0,28.15.0.100,2024-08-14 21:59:36,28.15.0.100
9,210c1ada-eb7b-498f-820e-fda8fee9da62,Jose Angel Silván Garcia.,😎🤔👏🏻👏🏻👏🏻...,5,0,,2024-08-14 21:46:42,
10,56974e4f-89d9-4b72-9a77-07572f421dcd,Princess mony,"Because they come late, they say it is “one time” and they come at another time",3,0,,2024-08-14 21:32:21,
11,276fc1fd-2deb-47ef-8454-9a953a243e3f,Linda Metcalfe,my card has been verified by my bank several times and still I have problems ordering yet it was working last week! I am still getting deliveries for goodness sake! I know there is money in the account. The bank say you are not giving my ccv number and no approval is being requested from my bank. all your customer services reps can't help either,1,0,28.15.0.100,2024-08-14 21:29:55,28.15.0.100
12,71c7445e-7d58-49a1-9e28-e260bae027b7,Mosstwig,Can no longer log in using my Galaxy S24 Ultra. It says no log in available. So I'm permanently locked out of my account for no reason. Fantastic.,1,0,28.15.0.100,2024-08-14 21:26:43,28.15.0.100
13,c0b3025d-129d-43ff-93eb-9622dd34fa6d,jose lacerda c junior,Sinvergüenzas deshonestos.,1,0,28.13.6.100,2024-08-14 21:09:53,28.13.6.100
14,3aaf2832-83d1-4df6-bc8b-c64ec331d258,Kamil Słoniewski (Kamiru),"Someone stole ~$700 from my credit card on an Amazon purchase. I didn't give my card info to anyone, but it was saved to my Amazon account. Neither the polish police (The case was dismissed) nor Amazon helped in any way. Amazon support via chat told me they would respond within a few days after my report with payment id, but that never happened. I will never use Amazon again for safety reasons.",1,0,28.15.0.100,2024-08-14 21:00:10,28.15.0.100
15,7b315b13-b4eb-4117-b943-16b15090d028,Melinda Lemley,"my favorite place to shop, always good quality products and fast delivery !",5,0,28.15.0.100,2024-08-14 20:49:45,28.15.0.100
16,89fe3f14-d826-4a64-9548-1f5359e08aa7,malpal 1,I will never use your services again. You cancel insurance for your disabled employees leaving them to die while collecting money for hiring disabled individuals. You should held accountable in court.,1,0,28.15.0.100,2024-08-14 20:48:26,28.15.0.100
17,2b309879-6bdf-49b8-86d4-2234155182d2,Dank Kik,After update won't let me to add to basket 👎,1,0,28.15.0.100,2024-08-14 20:39:29,28.15.0.100
18,a0ff139f-f760-4adf-807e-9f80e86462ab,Robert Critch,Great,5,0,28.15.0.100,2024-08-14 20:03:25,28.15.0.100
19,079ebb4d-da22-43b4-8ee3-bee31a3a8806,B T,Why are the product star rating not showing anymore? How am I supposed to evaluate a product. Bad decision on Amazon's part. I'll just go to other online shopping sources. Bye.,1,5,28.15.0.100,2024-08-14 19:45:45,28.15.0.100
20,79198e0d-988f-4ad4-b819-20f7a3d3c421,Gregor Starc,keeps throwing me on amazon.us and i have to select amazon.de each time i want to buy,4,0,28.15.0.100,2024-08-14 18:59:57,28.15.0.100
