,reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
0,2798ad55-fe3e-46e0-9109-ce3cc8fbdc6c,Ivan Mostin,I love it so much due to the fact that even when your data is depleted you can still listed to 3 or so music.............,5,0,8.9.62.566,2024-08-14 22:54:33,8.9.62.566
1,802b6bcb-601b-48ef-be1e-e59e0ae8c91b,Gabrielle B,"This app is basically unusable unless you're feeding it money through its large prolapsed hole. You can even listen to your music in peace without having some song no one asked for interrupt the playlist you curated. Plus, you'd get less annoying ads on YouTube anyway. Spotify is greedy and would not be recommended.",1,0,8.9.34.590,2024-08-14 22:51:17,8.9.34.590
2,fc180ce4-1c20-4ebd-9d4a-031dd2f07aff,Đăng Khoa Nguyễn,"the shuffle is suck, extremely suck :) it only repeats several songs and changes the positions of them, not really shuffle of my playlist :) I have more than 400 songs but I just see a few songs frequently :)",1,1,8.9.64.538,2024-08-14 22:49:16,8.9.64.538
3,76907247-282b-4a3a-8f3a-3e7cbda75755,Tyler Lane,"Consistently repeats songs when set to shuffle. Ex. Listen for 30 minutes, pause/stop and come back 20 minutes later and it starts over with the same tracks. Must take it off shuffle to get back to ""normal"" (i.e. working properly).",3,0,8.9.66.543,2024-08-14 22:45:54,8.9.66.543
4,72b7f254-6874-4f2e-a299-75ad7a6452d5,Ananya Jha,"WORST APP EVER!!! I downloaded this app for listening to the songs that i like and am in the mood for and read its lyrics. But this app wants premium for everything single thing from playing in order , reading the lyrics and skipping songs . You can only read the lyrics four times a month . You can only skip songs six times in an hour and can listen to the song the app is playing and not what you like . This app used to be so good but now it is HORRENDOUS. So Many frequent ads",1,0,8.9.64.548,2024-08-14 22:44:17,8.9.64.548
5,432cee50-4dcb-4b6f-8ada-42b9a7ef152a,Shobhit Narera,"Good sound quality, great lyrics support, that's why I love spotify",5,0,8.9.66.543,2024-08-14 22:43:22,8.9.66.543
6,8c66a5fc-1bdb-4d17-9eca-e449150e1bd8,Dale Mannell,"Better then, apple Play",5,0,8.9.66.543,2024-08-14 22:43:20,8.9.66.543
7,fbc72a40-0d61-4e9e-95d5-ca4a38ab69cd,imotives innovations,Amazing!,5,0,,2024-08-14 22:43:15,
8,29e78457-0c02-4c2e-a666-b7dccf4d22a6,Sharan Dhanalli,The app is very nice but there are many ads and for that we should take spotify premium,3,0,8.9.66.543,2024-08-14 22:42:51,8.9.66.543
9,a30cd72c-348c-4d95-bca5-294551cf6176,Ishita Sarkar,Worst app ever can't even play the music I want to hear everything is just premium,1,0,,2024-08-14 22:42:37,
10,743ce594-76a3-4ecb-b82e-146d9fee2904,Dione May,Easy and exactly what I like and want,5,0,8.9.64.548,2024-08-14 22:41:36,8.9.64.548
